standard name,intrinsic redetection probability
garcinia forbesii,0.64374951603309
garcinia griffithii,0.7466918720506812
garcinia hombroniana,0.4682659381869946
garcinia maingayi,0.08854628827793369
garcinia nervosa,0.2516446991497745
garcinia nigrolineata,0.45450809603084946
garcinia parvifolia,0.8110435221618236
garcinia rostrata,0.7142270080484777
garcinia scortechinii,0.47434174865596107
gardenia griffithii,0.6206659777985831
gardenia subcarinata,0.3162175933285728
gardenia tubifera,0.41580797930607355
gastrodia javanica,0.18973055599714367
genianthus maingayi,0.7130092020739842
geophila repens,0.3536790537961631
gironniera nervosa,0.5983194279787254
gironniera parvifolia,0.7792757299347932
gironniera subaequalis,0.4065786417051095
gleichenia truncata,0.15989193448670327
globba leucantha,0.6640569459900029
globba pendula,0.11586336030883194
glochidion borneense,0.2991597139893627
glochidion littorale,0.3162175933285728
glochidion lutescens,0.6731129412572372
glochidion obscurum,0.07592518412164664
glochidion rubrum,0.4914915074388233
glochidion sericeum,0.20766976300495255
glochidion singaporense,0.35711350402423886
glochidion superbum,0.7778152563723431
glochidion zeylanicum var. arborescens,0.5085715137819167
gluta wallichii,0.707425033581717
glycosmis chlorosperma,0.5691916679914311
gmelina asiatica,0.11768088649347694
gmelina elliptica,0.2681887016999766
gmelina philippensis,0.19703591299772386
gnetum gnemon,0.6518068836215121
gnetum gnemonoides,0.27681849140154147
gnetum latifolium var. funiculare,0.19478918401322118
gnetum macrostachyum,0.4283445989818782
gnetum microcarpum,0.5553206721649343
gomphandra quadrifida var. ovalifolia,0.9170310206528611
goniophlebium percussum,0.23717087432798054
goniothalamus macrophyllus,0.297916928827344
goniothalamus malayanus,0.22725404801542473
goniothalamus ridleyi,0.3388155347542579
goniothalamus tapis,0.28759394188545656
gonocaryum gracile,0.4065786417051095
gonystylus confusus,0.5751878837709131
gonystylus maingayi,0.28046014170907135
gordonia multinervis,0.17827475579689886
gordonia penangensis,0.20328932085255474
gordonia singaporeana,0.37655592100370383
grenacheria amentacea,0.6138604052725908
grewia laevigata,0.6646754183725316
guettarda speciosa,0.4634534412353278
guioa pleuropteris,0.7067871054245345
guioa pubescens,0.9484773263170161
gymnacranthera bancana,0.2606925606948719
gymnacranthera farquhariana,0.5213851213897438
gymnacranthera forbesii,0.7189848547136414
gymnanthera oblonga,0.6291596215305888
gynochthodes coriacea,0.22350338954620275
gynochthodes sublanceolata,0.999999
gynotroches axillaris,0.999999
gynura procumbens,0.19478918401322118
hancea penangensis,0.20893549827590618
hedyotis auricularia,0.12985945600881413
hedyotis capitellata,0.08854628827793369
hedyotis pinifolia,0.4685438805070427
helicia excelsa,0.19235289710485565
heritiera borneensis,0.1304637406472406
heritiera elata,0.2156954564140924
heritiera littoralis,0.8601101380179408
heritiera simplicifolia,0.2516446991497745
hetaeria nitida,0.999999
hetaeria obliqua,0.16232432001101765
heterogonium sagenioides,0.14379697094272828
heteropogon contortus,0.1287291054744998
hiptage sericea,0.6698969117120018
histiopteris incisa,0.0724229870690569
homalium grandiflorum,0.3594924273568207
homalomena deltoidea,0.03162175933285728
homalomena griffithii,0.3075761015572683
homalomena humilis var. pumila,0.45112192576873916
homalomena rostrata,0.293338918872984
hopea ferruginea,0.4530389843684409
hopea griffithii,0.39139122194172177
hopea mengarawan,0.41787099655181237
hopea sangal,0.17974621367841034
hornstedtia conica,0.25982122048308626
hornstedtia leonurus,0.25297407466285826
hornstedtia scyphifera,0.3246486400220353
horsfieldia brachiata,0.10446774913795309
horsfieldia crassifolia,0.7241460019301996
horsfieldia grandis,0.11966388559574509
horsfieldia irya,0.3314849535368797
horsfieldia polyspherula,0.737237261158235
horsfieldia punctatifolia,0.24044112138106957
horsfieldia sucosa,0.5082233021313869
horsfieldia superba,0.26313021128127934
horsfieldia wallichii,0.20328932085255474
hoya coronaria,0.1581087966642864
hoya diversifolia,0.4743263899928592
hoya lacunosa,0.2321282734383327
hoya latifolia,0.4283445989818782
hoya obtusifolia,0.07189848547136414
hoya scortechinii,0.23616538453721853
hoya verticillata,0.9170310206528611
hoya wallichii,0.3444458385702433
huperzia carinata,0.14667552464284617
huperzia phlegmaria,0.22135231533000096
huperzia squarrosa,0.3716131853735123
hydnophytum formicarum,0.3162175933285728
hydrocotyle sibthorpioides,0.12648703733142913
hydrostemma kunstleri,0.13552621390170316
hylophila mollis,0.2606925606948719
hymenachne amplexicaulis,0.15609427451521998
hymenophyllum acanthoides,0.999999
hymenophyllum denticulatum,0.5069857416534108
hymenophyllum polyanthos,0.8138740223478139
hymenophyllum serrulatum,0.18817572423651738
hypolytrum nemorum var. proliferum,0.6178246540907539
hypserpa nitida,0.28759394188545656
iguanura geonomiformis,0.25297407466285826
ilex cymosa,0.7986736995880879
ilex latifolia,0.4220432320286459
imperata conferta,0.14627421935279572
indigofera zollingeriana,0.1393507116467852
indorouchera griffithiana,0.8433645046447116
intsia bijuga,0.7531118420074077
intsia palembanica,0.17709257655586738
iodes ovalis,0.5223387456897655
iodes velutina,0.066203761961632
ipomoea littoralis,0.07846722170389034
ipomoea marginata,0.1078477282070462
ipomoea mauritiana,0.15298021392209937
ipomoea obscura,0.14426467282864175
ipomoea pes-caprae,0.5843675520396635
ipomoea pes-tigridis,0.5894650896602719
ipomoea violacea,0.1405631641521128
irvingia malayana,0.3388155347542579
isachne kunthiana,0.25297407466285826
isachne minutula,0.23171316686571197
ischaemum magnum,0.47398472610981096
ischaemum muticum,0.4634534412353278
ixonanthes icosandra,0.5166817785907188
ixonanthes reticulata,0.5793168015441598
ixora congesta,0.4634534412353278
ixora grandifolia,0.08689752023162396
ixora lobbii,0.18848144301502254
ixora pendula,0.4078396031062505
ixora umbellata,0.09370877610140854
jackiopsis ornata,0.08689752023162396
jasminum elongatum,0.7362365681505567
justicia vasculosa,0.28459583399571553
kadsura scandens,0.2156954564140924
kandelia candel,0.24443547688941736
kibara coriacea,0.25982122048308626
kibatalia maingayi,0.2529326526364762
kleinhovia hospita,0.05793168015441597
knema communis,0.503289398299549
knema conferta,0.4711914036163563
knema curtisii,0.16550940490407998
knema furfuracea,0.19235289710485565
knema glaucescens,0.24244801370092153
knema globularia,0.4055217610809118
knema hookeriana,0.4188235995851078
knema intermedia,0.5843675520396635
knema latericia,0.8376471991702156
knema laurina,0.4914915074388233
knema malayana,0.5759864090822384
knema rubens,0.12354801969030924
koilodepas longifolium,0.5759864090822384
kokoona reflexa,0.18026530812026365
koompassia malaccensis,0.47434174865596107
kopsia singapurensis,0.7905439833214319
korthalsia echinometra,0.28459583399571553
korthalsia laciniosa,0.28482377066993897
korthalsia rigida,0.3235431846211386
korthalsia rostrata,0.23717087432798054
korthalsia scortechinii,0.18900114121166697
kunstleria ridleyi,0.3594924273568207
labisia pumila,0.6082826416213677
lasia spinosa,0.08689752023162396
lasianthus appressus,0.08854628827793369
lasianthus attenuatus,0.5160979722013332
lasianthus constrictus,0.21099438508482452
lasianthus cyanocarpus,0.4682828235456599
lasianthus ellipticus,0.11623661265438208
lasianthus maingayi,0.07157797411503401
lasianthus ridleyi,0.29465329203278195
lasianthus stipularis,0.45427237205928916
lasianthus tomentosus,0.18973055599714367
lecanopteris crustacea,0.03594924273568207
lecanopteris sinuosa,0.17739532213531334
lecanorchis malaccensis,0.15026855473693324
leea aequata,0.06324351866571457
leea angulata,0.26313021128127934
leea indica,0.6042503803386651
leea rubra,0.1741129152299218
lemna tenera,0.07518006036607981
lepionurus sylvestris,0.30596042784419875
lepironia articulata,0.06324351866571457
lepisanthes fruticosa,0.04506632703006591
lepisanthes rubiginosa,0.2735374121950864
lepisanthes senegalensis,0.11184509785748868
lepisorus longifolius,0.3854240318045594
lepturus repens,0.20818900931642562
leuconotis griffithii,0.5889892545204454
licania splendens,0.6776310695085158
licuala ferruginea,0.291724347431717
licuala spinosa,0.39510959539290263
lijndenia laurina,0.18555552212926704
limacia scandens,0.6372484816985757
lindera lucida,0.7905439833214319
lindernia anagallis,0.12985945600881413
lindsaea borneensis,0.16599298887076433
lindsaea cultrata,0.028965840077207986
lindsaea divergens,0.06776310695085158
lindsaea ensifolia,0.4147366353460846
lindsaea parallelogramma,0.40689711563693765
lindsaea parasitica,0.20322288230704105
lindsaea walkerae,0.13345748781558697
linostoma pauciflorum,0.43911987739886477
liparis elegans,0.999999
liparis ferruginea,0.12648703733142913
lipocarpha chinensis,0.14721374435914605
lithocarpus bennettii,0.3388155347542579
lithocarpus cantleyanus,0.264815047846528
lithocarpus conocarpus,0.6282353993776617
lithocarpus elegans,0.3235431846211386
lithocarpus encleisocarpus,0.34783935266143007
lithocarpus ewyckii,0.45450809603084946
lithocarpus hystrix,0.23717087432798054
lithocarpus lucidus,0.37946111199428734
lithocarpus sundaicus,0.999999
lithocarpus wallichianus,0.12648703733142913
litsea accedens,0.9255344536082238
litsea castanea,0.26425040708029984
litsea cordata,0.0724229870690569
litsea costalis,0.1078477282070462
litsea elliptica,0.7792757299347932
litsea erectinervia,0.06964516609196873
litsea ferruginea,0.1078477282070462
litsea firma,0.7908833401850055
litsea gracilipes,0.25076951552569987
litsea grandis,0.7589222239885747
litsea lancifolia,0.2516446991497745
litsea machilifolia,0.43279401848592525
litsea myristicifolia,0.23291807271776616
litsea resinosa,0.3672613375618054
litsea umbellata,0.4682828235456599
lobelia zeylanica,0.12985945600881413
loeseneriella macrantha,0.16232432001101765
lomariopsis lineata,0.11388777618246997
lophatherum gracile,0.25971891201762826
lophopetalum multinervium,0.10446774913795309
lophopetalum wightianum,0.23717087432798054
lumnitzera littorea,0.999999
lumnitzera racemosa,0.6778601313418213
luvunga crassifolia,0.3482258304598436
lycopodiella cernua,0.5816306928584218
lygodium flexuosum,0.3039304579945405
lygodium longifolium,0.49241928131253576
lygodium microphyllum,0.6436065651523012
lygodium salicifolium,0.10501576854244088
macaranga bancana,0.5813248129039775
macaranga conifera,0.562731976673872
macaranga gigantea,0.25297407466285826
macaranga griffithiana,0.3039304579945405
macaranga heynei,0.6282353993776617
macaranga hullettii,0.09255344536082238
macaranga hypoleuca,0.35899165678723527
macaranga lowii,0.4065786417051095
macaranga recurvata,0.35711350402423886
macaranga trichocarpa,0.6990400533874431
machaerina rubiginosa,0.4729925750786619
maclurodendron porteri,0.3246486400220353
macrolenes echinulata,0.5822951817944154
macrosolen cochinchinensis,0.9573110847659607
macrosolen retusus,0.6282353993776617
madhuca decipiens,0.1078477282070462
madhuca kingiana,0.4673401555638669
madhuca malaccensis,0.198611285884896
maesa ramentacea,0.9918627812678378
magnolia elegans,0.20328932085255474
magnolia maingayi,0.1518503682432933
magnolia singapurensis,0.6008134273242883
magnolia villosa,0.4011182005430224
mallotus paniculatus,0.5850968774111829
mangifera caesia,0.2141722994909391
mangifera foetida,0.25971891201762826
mangifera griffithii,0.10446774913795309
mangifera magnifica,0.04506632703006591
mangifera odorata,0.19098138042063015
mangifera quadrifida,0.13212520354014992
mangifera subsessilifolia,0.125686084781379
mapania bancana,0.3967425634534883
mapania cuspidata,0.22135231533000096
mapania kurzii,0.19478918401322118
mapania palustris,0.22556096288436958
mapania squamata,0.07189848547136414
mapania wallichii,0.1642870750986694
maranthes corymbosa,0.39933684979404394
mastixia trichotoma var. maingayi,0.08834838817806681
matthaea sancta,0.49241928131253576
medinilla crassifolia,0.49797896661229296
meiogyne virgata,0.27536438505977884
melaleuca cajuputi,0.2472727676377832
melanochyla auriculata,0.10164466042627737
melanochyla caesia,0.09013265406013182
melastoma malabathricum,0.8168281728088076
melicope glabra,0.49361837525771934
melicope hookeri,0.23559570180817815
melicope latifolia,0.04110913216762288
melicope lunu-ankenda,0.6042503803386651
meliosma lanceolata,0.18973055599714367
meliosma pinnata,0.3162175933285728
meliosma simplicifolia,0.234536677112831
melodinus orientalis,0.09918609743367447
memecylon acuminatum,0.16940776737712895
memecylon amplexicaule,0.28459583399571553
memecylon caeruleum,0.2317267206176639
memecylon campanulatum,0.13212520354014992
memecylon cantleyi,0.30493398127883214
memecylon edule,0.5240656636149739
memecylon floridum,0.03594924273568207
memecylon fruticosum,0.3672613375618054
memecylon garcinioides,0.27858066436787493
memecylon lilacinum,0.5240656636149739
memecylon minutiflorum,0.11419253835224885
memecylon ovatum,0.260348654687148
memecylon paniculatum,0.24044112138106957
memecylon pseudomegacarpum,0.4404601951805353
memecylon pubescens,0.15036012073215962
merope angulata,0.38304841350582797
merremia hederacea,0.35711350402423886
mesophlebion chlamydophorum,0.38890762818617153
mesophlebion crassifolium,0.11277009054911973
mesophlebion motleyanum,0.07691381662147755
mesua elegans,0.14127886217422886
mezzettia parviflora,0.4791808301831705
micrechites serpyllifolius,0.39385739886536014
micrococca mercurialis,0.18795015091519954
microcos blattaefolia,0.2691983581751714
microcos globulifera,0.07189848547136414
microcos hirsuta,0.23717087432798054
microdesmis caseariifolia,0.4404601951805353
microlepia speluncae,0.2094117997925539
microsaccus javensis,0.33198597774152866
microsorum punctatum,0.3277861909666381
miliusa longipes,0.576580616188472
mischocarpus sundaicus,0.37655592100370383
mitrella kentii,0.5375699086585738
mnesithea glandulosa,0.24606088124581463
molineria capitulata,0.07301030467952671
molineria latifolia,0.34759008092649585
monocarpia marginalis,0.8123051340373548
monoon borneense,0.34783935266143007
morella esculenta,0.9269068824706556
morinda citrifolia,0.3323377091862658
morinda ridleyi,0.2156954564140924
morinda rigida,0.23717087432798054
morinda umbellata,0.7021162528934195
mussaenda glabra,0.3780599503579742
mussaendopsis beccariana,0.17709257655586738
mycaranthes obliqua,0.32485599701967505
mycaranthes pannea,0.23638423941403097
myrialepis paradoxa,0.37021378144328954
myristica cinnamomea,0.43032445275060793
myristica crassa,0.14426467282864175
myristica elliptica,0.5793168015441598
myristica iners,0.1700671014403046
myristica lowiana,0.2516446991497745
myristica maingayi,0.16834264756765474
myristica maxima,0.23717087432798054
myrmecodia tuberosa,0.5265807804032896
nauclea officinalis,0.37946111199428734
nauclea subdita,0.3225740638836403
neesia malayana,0.20328932085255474
neesia synandra,0.29218377601983175
nenga pumila var. pachystachya,0.44270463066000193
neolitsea cassia,0.48697296003305296
neoscortechinia kingii,0.5196424409661725
neoscortechinia sumatrensis,0.5215079089411397
nepenthes ampullaria,0.9654098477284518
nepenthes gracilis,0.999999
nepenthes rafflesiana,0.6951801618529917
nephelaphyllum pulchrum,0.12715875904790888
nephelium cuspidatum,0.14957985699468135
nephelium lappaceum,0.6662143217757837
nephelium laurinum,0.23305122893143476
nephelium maingayi,0.29218377601983175
nephelium ramboutan-ake,0.12238417113767949
nephrolepis acutifolia,0.2317267206176639
nephrolepis falcata,0.029915971398936272
nephrolepis radicans,0.06776310695085158
neuropeltis racemosa,0.028965840077207986
neuwiedia griffithii,0.099305642942448
neuwiedia veratrifolia,0.03594924273568207
norrisia maior,0.21743956774540096
nothaphoebe umbelliflora,0.35711350402423886
nothocissus spicifera,0.4220432320286459
nymphoides indica,0.19478918401322118
nypa fruticans,0.10164466042627737
oberonia ciliolata,0.8444569553825395
oberonia dissitiflora,0.3423557293872423
ochanostachys amentacea,0.529630095693056
ochrosia oppositifolia,0.028965840077207986
ochthocharis javanica,0.7302066255003372
oldenlandia affinis,0.45993654233750025
oldenlandia prostrata,0.2908153464292109
olea brachiata,0.40956781418782806
oncosperma horridum,0.22725404801542473
oncosperma tigillarium,0.28459583399571553
ophioglossum nudicaule,0.06324351866571457
ophioglossum pendulum,0.11496948359826194
ophioglossum reticulatum,0.06776310695085158
ophiorrhiza singaporensis,0.42297526623706555
orania sylvicola,0.033101880980816
ormocarpum cochinchinense,0.11157799486592057
ormosia bancana,0.44270463066000193
ormosia macrodisca,0.03246486400220353
ormosia sumatrana,0.3009562901358446
osmelia philippina,0.55190268803746
ottochloa nodosa,0.25297407466285826
oxyceros drupaceus,0.03594924273568207
oxyceros fragrantissimus,0.48751616264378106
oxyceros longiflorus,0.6289357386355039
oxystophyllum carnosum,0.7238107210456484
oxystophyllum excavatum,0.48728399552951257
pachycentria constricta,0.06466868371183238
pachycentria maingayi,0.14724731363011134
paederia foetida,0.4578280050939537
palaquium gutta,0.7028878536189264
palaquium hexandrum,0.21903091403858013
palaquium impressionervium,0.260779702964233
palaquium microphyllum,0.49351369679070317
palaquium obovatum,0.999999
palaquium oxleyanum,0.14724731363011134
palaquium rostratum,0.45450809603084946
palaquium xanthochymum,0.13552621390170316
pandanus houlletii,0.20328932085255474
pandanus odorifer,0.4220432320286459
pandanus rostratus,0.21267499933646647
pandanus singaporensis,0.11779848828571052
pandanus yvanii,0.1581087966642864
panicum luzonense,0.03594924273568207
panicum repens,0.12985945600881413
panicum sarmentosum,0.1172683385564155
paracroton pendulus,0.17949582839361763
paraderris elliptica,0.539238641035231
paraderris montana,0.03594924273568207
parameria polyneura,0.18357625670651923
paramignya scandens,0.22660244691886455
paranephelium macrophyllum,0.2529326526364762
parartocarpus bracteatus,0.16940776737712895
parastemon urophyllus,0.5571613287357499
parinari costata,0.11468582366689486
parinari oblongifolia,0.17974621367841034
parishia insignis,0.27858066436787493
parishia maingayi,0.22777555236493993
parishia paucijuga,0.2132845404984745
parkia speciosa,0.41108287132714466
parsonsia alboflavescens,0.2317267206176639
paspalum longifolium,0.20209829723735584
paspalum vaginatum,0.38957836802644236
pavetta wallichiana,0.397222571769792
payena lucida,0.7343050268260769
payena obscura,0.10164466042627737
peliosanthes teta,0.4473803914299547
pellacalyx axillaris,0.658151370776598
pellacalyx saccardianus,0.6956787053228601
peltophorum pterocarpum,0.55190268803746
pemphis acidula,0.7241460019301996
pentace triptera,0.28759394188545656
pentaphragma ellipticum var. ellipticum,0.6956787053228601
peristylus lacertifer,0.18973055599714367
perotis indica,0.09739459200661059
persea declinata,0.999999
pertusadina eurhyncha,0.22020867256691654
phaeanthus ophthalmicus,0.8765513280594953
phaeanthus splendens,0.25982122048308626
phoebe grandis,0.06964516609196873
pholidocarpus kingianus,0.12985945600881413
phreatia plantaginifolia,0.9589865474220678
phrynium parvum,0.22845675630870493
phyllanthus emblica,0.14836366058266992
phymatosorus nigrescens,0.23621490316239105
phymatosorus scolopendria,0.6208836274735967
phytocrene bracteata,0.5059481493257165
pimelodendron griffithianum,0.46959993470101424
pinalia bractescens,0.17010024427742848
pinalia floribunda,0.09486527799857183
pinalia tenuiflora,0.44710318836353025
pinanga disticha,0.042085661891913685
pinanga limosa,0.5886896362493581
pinanga malaiana,0.1581087966642864
pinanga simplicifrons,0.042085661891913685
piper caninum,0.5213851213897438
piper flavimarginatum,0.17379504046324792
piper macropiper,0.3075761015572683
piper muricatum,0.09890910705511327
piper pedicellosum,0.17379504046324792
piper porphyrophyllum,0.1393507116467852
piper ramipilum,0.0771953050706377
piper ribesioides,0.04848960274018431
piper sarmentosum,0.42550264119235665
pittosporum ferrugineum,0.5375699086585738
plagiostachys lateralis,0.09739459200661059
planchonella linggensis,0.5592254892874434
planchonia grandis,0.03594924273568207
platea latifolia,0.04506632703006591
platycerium coronarium,0.34759008092649585
platycerium ridleyi,0.9279897141812805
plectocomia elongata,0.34783935266143007
pleocnemia conjugata,0.0816247331232235
pleocnemia irregularis,0.2952686289529888
pleocnemia olivacea,0.999999
plethiandra sessiliflora,0.7143311112296279
plocoglottis gigantea,0.16940776737712895
plocoglottis javanica,0.28459583399571553
plocoglottis lowii,0.1581087966642864
ploiarium alternifolium,0.5793168015441598
pluchea indica,0.6156587774211814
podocarpus polystachyus,0.7241460019301996
podochilus microphyllus,0.24379037374910542
pogonanthera pulverulenta,0.36471654959344857
pogonatherum crinitum,0.15609427451521998
poikilospermum cordifolium,0.06435705014669228
poikilospermum suaveolens,0.4220432320286459
polyalthia angustissima,0.46342633373142395
polyalthia cauliflora,0.6324351866571456
polyalthia glauca,0.29459963324339583
polyalthia jenkinsii,0.13212520354014992
polyalthia lateriflora,0.34790330839264155
polyalthia rumphii,0.33936263298968206
polyalthia sclerophylla,0.10321959444026665
polyalthia sumatrana,0.3134032474138593
polystachya concreta,0.066203761961632
pomatocalpa diffusum,0.03162175933285728
pometia pinnata,0.55190268803746
pongamia pinnata,0.5843675520396635
popowia fusca,0.8627818256563696
popowia pisocarpa,0.2710524278034063
popowia tomentosa,0.19235289710485565
porterandia anisophylla,0.5793168015441598
portulaca pilosa,0.29326753115655096
pothos curtisii,0.132407523923264
pouteria maingayi,0.42079313827162496
pouteria malaccensis,0.2991597139893627
pouteria obovata,0.9273951133670244
premna divaricata,0.5041023943250268
premna serratifolia,0.9957577926268124
premna trichostoma,0.999999
prismatomeris glabra,0.1490022596974685
prismatomeris tetrandra subsp. malayana,0.1490022596974685
pronephrium menisciicarpon,0.47845168791098647
pronephrium repandum,0.17949582839361763
pronephrium triphyllum,0.520697309374296
prunus arborea,0.3726970882296837
prunus grisea,0.2636206229349128
prunus polystachya,0.999999
pseuderanthemum kingii,0.5041632989648004
pseudoclausena chrysogyne,0.07450112984873425
psilotum complanatum,0.08689752023162396
psilotum nudum,0.14602060935905342
psychotria griffithii,0.1490022596974685
psychotria helferiana,0.6951801618529917
psychotria maingayi,0.05889892545204454
psychotria malayana,0.15752365281366132
psychotria ovoidea,0.4634534412353278
psychotria penangensis,0.4405376326713767
psychotria rostrata,0.07639255216825205
psychotria sarmentosa,0.34759008092649585
pteleocarpa lamponga,0.033101880980816
pteridium aquilinum,0.2027608805404559
pteris multifida,0.07853232552380701
pteris semipinnata,0.14957985699468135
pteris tripartita,0.03796259206082332
pterisanthes eriopoda,0.03162175933285728
pterisanthes polita,0.28459583399571553
pternandra caerulescens,0.6990400533874431
pternandra echinata,0.7425390908802121
pternandra tuberculata,0.10446774913795309
pteroceras pallidum,0.44834898171924875
pterocymbium tubulatum,0.07189848547136414
pterospermum diversifolium,0.47233076907443705
pterospermum javanicum,0.28759394188545656
pterospermum lanceifolium,0.11789301793205437
pterospermum sumatranum,0.999999
ptychopyxis caput-medusae,0.17616693805353323
ptychopyxis costata var. oblanceolata,0.03594924273568207
pycreus polystachyos,0.167249651759091
pycreus pumilus,0.12648703733142913
pyramidanthe prismatica,0.4220432320286459
pyrenaria acuminata,0.4743263899928592
pyrrosia angustata,0.23932777119149018
pyrrosia lanceolata,0.4344876011581198
pyrrosia longifolia,0.446981169499961
pyrrosia piloselloides,0.33831027164735916
quercus argentata,0.09739459200661059
radermachera pinnata ssp. acuminata,0.29218377601983175
rapanea porteriana,0.44270463066000193
reissantia indica,0.38558607714468535
remirea maritima,0.413490332013439
renanthera elongata,0.05793168015441597
rhaphidophora korthalsii,0.2027608805404559
rhaphidophora lobbii,0.3069302026362954
rhaphidophora minor,0.12985945600881413
rhaphidophora montana,0.2193682399909606
rhizophora apiculata,0.8606489055012159
rhizophora lamarckii,0.9856146551586734
rhizophora mucronata,0.6082826416213677
rhizophora stylosa,0.8774729599638424
rhodamnia cinerea,0.49241928131253576
rhododendron longiflorum,0.11058573457932518
rhodomyrtus tomentosa,0.5265871896700646
rhopaloblaste singaporensis,0.34783935266143007
rhynchospora rugosa,0.06492972800440706
rinorea anguifera,0.23717087432798054
rinorea lanceolata,0.09739459200661059
robiquetia spathulata,0.034822583045984366
rothmannia macrophylla,0.583448694863434
rourea acutipetala,0.11277009054911973
rourea asplenifolia,0.36715251341303845
rourea fulgens,0.37655592100370383
rourea mimosoides,0.4634534412353278
rourea minor,0.34759008092649585
rubus moluccanus,0.42550264119235665
ryparosa hullettii,0.15298021392209937
ryparosa scortechinii,0.22369019571497736
salacca affinis,0.1859633247765343
salacia chinensis,0.3246486400220353
salacia exsculpta,0.06352607714843654
salacia grandiflora,0.33101880980815995
salacia korthalsiana,0.15298021392209937
salacia macrophylla,0.4487395709840441
salacia maingayi,0.4061525670186774
salacia viminea,0.09117913739836214
sandoricum beccarianum,0.1903806302572541
sandoricum koetjape,0.6731129412572372
santiria apiculata,0.6830356119779593
santiria conferta,0.21454850912416634
santiria griffithii,0.2156954564140924
santiria laevigata,0.4673401555638669
santiria rubiginosa,0.3388155347542579
santiria tomentosa,0.20328932085255474
saprosma glomerulatum,0.298004519394937
sarcolobus globosus,0.6150626441010005
sarcosperma paniculatum,0.029501456318557974
sarcotheca laxa var. sericea,0.10164466042627737
saurauia pentapetala,0.037590030183039906
sauropus androgynus,0.20486634795681014
sauropus bacciformis,0.17438490986711092
scaevola taccada,0.6731129412572372
scaphium affine,0.049454553527556636
scaphium linearicarpum,0.2156954564140924
scaphium macropodum,0.4673401555638669
schefflera cephalotes,0.17380652857705545
schefflera elliptica,0.2027608805404559
schefflera hullettii,0.24606088124581463
schefflera lanceolata,0.507900183156065
schefflera ridleyi,0.835139841707092
schismatoglottis calyptrata,0.12648703733142913
schismatoglottis wallichii,0.25297407466285826
schizachyrium sanguineum,0.5334913409953097
schizaea dichotoma,0.4634534412353278
schizaea digitata,0.34759008092649585
schizostachyum gracile,0.05793168015441597
schizostachyum latifolium,0.10164466042627737
schoenorchis micrantha,0.2682253073063306
schoenorchis secundiflora,0.2594383716597722
schradera membranacea,0.25971891201762826
scindapsus hederaceus,0.20328932085255474
scindapsus pictus,0.16550940490407998
scirpodendron ghaeri,0.19453217301774944
scleria ciliaris,0.2719126711523993
scleria corymbosa,0.28845290574670285
scleria purpurascens,0.17503460845903018
scleria sumatrensis,0.26339959023018444
scleria terrestris,0.1581087966642864
scleropyrum pentandrum,0.4283445989818782
scolopia macrophylla,0.16232432001101765
scorodocarpus borneensis,0.44270463066000193
scrotochloa urceolata,0.156253399274945
scurrula ferruginea,0.5983194279787254
scurrula parasitica,0.08450751794155856
scyphiphora hydrophylacea,0.7241460019301996
securidaca philippinensis,0.999999
selaginella ciliaris,0.11277009054911973
selaginella intermedia,0.5049265817985442
selaginella mayeri,0.10446774913795309
selaginella roxburghii,0.34897841571505306
selaginella willdenowii,0.3219328325035588
selliguea lateritia,0.701323214503616
serianthes grandiflora,0.32515166050916544
sesuvium portulacastrum,0.45894064176629806
setaria parviflora,0.22135231533000096
shirakiopsis indica,0.1781244145436929
shorea bracteolata,0.31218854903043997
shorea curtisii,0.7212892491556431
shorea gibbosa,0.2516446991497745
shorea gratissima,0.2606925606948719
shorea leprosula,0.3473788728178696
shorea macroptera,0.8009194100576403
shorea ovalis,0.2156954564140924
shorea parvifolia,0.3594924273568207
shorea pauciflora,0.329075685388299
shorea platycarpa,0.18026530812026365
sida cordifolia,0.35711350402423886
sindora coriacea,0.26563886483380106
sindora wallichii,0.2317267206176639
smilax calophylla,0.5375699086585738
smilax leucophylla,0.20893549827590618
smilax megacarpa,0.3726970882296837
smilax myosotiflora,0.34783935266143007
smilax setosa,0.6951801618529917
smythea lanceata,0.4065786417051095
soejatmia ridleyi,0.18973055599714367
sonerila heterostemon,0.30596042784419875
sonerila moluccana,0.19478918401322118
sonneratia alba,0.789654032665116
sonneratia caseolaris,0.22315598973184114
sonneratia ovata,0.8221657426542893
sophora tomentosa,0.3726328755050003
spathoglottis plicata,0.34783935266143007
spatholobus ferrugineus,0.45894064176629806
spatholobus maingayi,0.04137809593169811
spatholobus ridleyi,0.20328932085255474
sphaerocoryne affinis,0.1836306687809027
sphaerostephanos heterocarpus,0.5384874851808529
sphaerostephanos polycarpa,0.3267171999872933
sphenodesme pentandra,0.08181917603293909
sporobolus indicus,0.2710524278034063
stachyphrynium latifolium,0.34759008092649585
staurogyne griffithiana,0.6372985209725701
staurogyne kingiana,0.09290047443119012
staurogyne setigera,0.3162175933285728
stemonurus scorpioides,0.25971891201762826
stenochlaena palustris,0.6082826416213677
stephania capitata,0.41108287132714466
sterculia coccinea,0.7589222239885747
sterculia cordata,0.6701372718756818
sterculia macrophylla,0.22725404801542473
sterculia parviflora,0.17163880729933306
sterculia rubiginosa,0.5507287701195577
stereospermum tetragonum,0.43380931497509784
stichorkis gibbosa,0.999999
streblus elongatus,0.9917724612637594
strobilanthes palawanensis,0.1078477282070462
strombosia ceylanica,0.7067871054245345
