no. in part 3,species name,author names with var. and ssp.,phylum: family,life form,status,if cultivated,synonyms
1797,Sterculia rubiginosa, Vent., Magnoliophyta: Malvaceae, tree,vulnerable, cultivated,
1798,Streblus elongatus, (Miq.) Corner, Magnoliophyta: Moraceae, tree,vulnerable, cultivated,
1799,Strombosia ceylanica, Gardn., Magnoliophyta: Olacaceae, tree,vulnerable,,
1800,Strombosia javanica, Blume, Magnoliophyta: Olacaceae, tree,vulnerable, cultivated,
1801,Strychnos ignatii, P.J. Bergius, Magnoliophyta: Loganiaceae, climber,vulnerable,,
1802,Swintonia schwenkii, (T. & B.) T. & B., Magnoliophyta: Anacardiaceae, tree,vulnerable,,
1803,Symplocos fasciculata, Zoll., Magnoliophyta: Symplocaceae, tree,vulnerable,,
1804,Syzygium glaucum, (King) P. Chantaranothai & J. Parn., Magnoliophyta: Myrtaceae, tree,vulnerable, cultivated,
1805,Syzygium palembanicum, Miq., Magnoliophyta: Myrtaceae, tree,vulnerable,,
1806,Syzygium polyanthum, (Wight) Walp., Magnoliophyta: Myrtaceae, tree,vulnerable, cultivated,
1807,Syzygium syzygioides, (Miq.) Merr. & L.M. Perry, Magnoliophyta: Myrtaceae, tree,vulnerable,,
1808,Tabernaemontana pauciflora, Blume, Magnoliophyta: Apocynaceae, shrub,vulnerable,,
1809,Tacca integrifolia, Ker Gawl., Magnoliophyta: Dioscoreaceae, herb,vulnerable, cultivated,
1810,Tapeinidium pinnatum, (Cav.) C. Chr., Filicinophyta: Dennstaedtiaceae, climber,vulnerable,,
1811,Tetracera akara, (Burm. f.) Merr., Magnoliophyta: Dilleniaceae, climber,vulnerable,,
1812,Tetracera fagifolia, Blume, Magnoliophyta: Dilleniaceae, climber,vulnerable,,
1813,Tetracera macrophylla, Wall. ex Hook. f. & Thoms., Magnoliophyta: Dilleniaceae, climber,vulnerable,,
1814,Thelypteris truncata, (Poir.) K. Iwats., Filicinophyta: Thelypteridaceae, herb,vulnerable,, =Pneumatopteris truncata (Poir.) Holttum
1815,Thottea grandiflora, Rottb., Magnoliophyta: Aristolochiaceae, shrub,vulnerable, cultivated,
1816,Trichosanthes celebica, Cogn., Magnoliophyta: Cucurbitaceae, climber,vulnerable,,
1817,Trichosanthes wallichiana, Wight, Magnoliophyta: Cucurbitaceae, climber,vulnerable,,
1818,Trichosanthes wawraei, Cogn., Magnoliophyta: Cucurbitaceae, climber,vulnerable, cultivated,
1819,Urophyllum arboreum, (Reinw. ex Blume) Korth., Magnoliophyta: Rubiaceae, shrub,vulnerable, cultivated, =U. glabrum Wall.
1820,Urophyllum griffithianum, (Wight) Hook. f., Magnoliophyta: Rubiaceae, shrub,vulnerable,,
1821,Urophyllum streptopodium, Wall. ex Hook.f., Magnoliophyta: Rubiaceae, shrub,vulnerable,,
1822,Uvaria grandiflora, (Lesch. ex DC.) Roxb., Magnoliophyta: Annonaceae, climber,vulnerable, cultivated,
1823,Uvaria hirsuta, Jack, Magnoliophyta: Annonaceae, climber,vulnerable, cultivated,
1824,Vanilla griffithii, Rchb. f., Magnoliophyta: Orchidaceae, climber,vulnerable, cultivated,
1825,Vernonia arborea, (L.) Willd., Magnoliophyta: Asteraceae, tree,vulnerable, cultivated,
1826,Xanthophyllum eurhynchum, Miq., Magnoliophyta: Polygalaceae, shrub,vulnerable,,
1827,Xanthophyllum vitellinum, (Blume) Dietr., Magnoliophyta: Polygalaceae, tree,vulnerable, cultivated,
1828,Xylopia caudata, Hook. f. & Thoms., Magnoliophyta: Annonaceae, tree,vulnerable,,
1829,Ziziphus calophylla, Wall. ex Hook.f., Magnoliophyta: Rhamnaceae, climber,vulnerable,,
1830,Acanthus ilicifolius, L., Magnoliophyta: Acanthaceae, shrub,common, cultivated,
1831,Acrostichum aureum, L., Filicinophyta: Pteridaceae, herb,common,,
1832,Acrostichum speciosum, Willd., Filicinophyta: Pteridaceae, herb,common,,
1833,Actinoscirpus grossus, (L. f.) Goetgh. & D. A. Simpson, Magnoliophyta: Cyperaceae, herb,common,,
1834,Adenosma javanicum, (Blume) Koord., Magnoliophyta: Plantaginaceae, herb,common,,
1835,Adinandra dumosa, Jack, Magnoliophyta: Pentaphylacaceae, tree,common, cultivated,
1836,Aglaonema simplex, Blume, Magnoliophyta: Araceae, herb,common,,
1837,Agrostistachys borneensis, (Wight) Benth., Magnoliophyta: Euphorbiaceae, tree,common, cultivated, =A. longifolia (Wight) Benth.
1838,Allmania nodiflora, R. Br. ex Wight, Magnoliophyta: Amaranthaceae, herb,common,,
1839,Allophylus cobbe, (L.) Reausch., Magnoliophyta: Sapindaceae, shrub,common, cultivated,
1840,Alocasia longiloba, Miq., Magnoliophyta: Araceae, herb,common, cultivated, =A. denudata Engl. var.  denudata;  A. denudata Engl. var. elongata Engl.
1841,Alstonia angustifolia, Wall. ex A. DC., Magnoliophyta: Apocynaceae, tree,common, cultivated,
1842,Alstonia angustiloba, Miq., Magnoliophyta: Apocynaceae, tree,common, cultivated,
1843,Alyxia reinwardtii, Blume, Magnoliophyta: Apocynaceae, climber,common,,
1844,Amischotolype gracilis, (Ridl.) I.M. Turner, Magnoliophyta: Commelinaceae, herb,common,,
1845,Amphineuron terminans, (Hook.) Holttum, Filicinophyta: Thelypteridaceae, climber,common,,
1846,Anisophyllea disticha, (Jack) Baill., Magnoliophyta: Anisophyllaceae, shrub,common, cultivated,
1847,Antidesma cuspidatum, Müll. Arg., Magnoliophyta: Phyllanthaceae, tree,common, cultivated,
1848,Aporosa frutescens, Blume, Magnoliophyta: Phyllanthaceae, tree,common, cultivated,
1849,Aporosa symplocoides, (Hook. f.) Gage, Magnoliophyta: Phyllanthaceae, tree,common,,
1850,Archidendron clypearia, (Jack) I. C. Nielsen, Magnoliophyta: Fabaceae, tree,common, cultivated,
1851,Ardisia colorata, Roxb., Magnoliophyta: Myrsinaceae, shrub,common,,
1852,Arthrophyllum diversifolium, Blume, Magnoliophyta: Araliaceae, tree,common, cultivated,
1853,Artocarpus elasticus, Reinw. ex Blume, Magnoliophyta: Moraceae, tree,common, cultivated, =A.  scortechinii King
1854,Arundina graminifolia, (Don) Hochr., Magnoliophyta: Orchidaceae, herb,common, cultivated,
1855,Asplenium longissimum, Blume, Filicinophyta: Aspleniaceae, epiphyte,common,,
1856,Asplenium nidus, L., Filicinophyta: Aspleniaceae, epiphyte,common, cultivated,
1857,Avicennia alba, Blume, Magnoliophyta: Acanthaceae, tree,common, cultivated,
1858,Avicennia officinalis, L., Magnoliophyta: Acanthaceae, tree,common, cultivated,
1859,Avicennia rumphiana, Hallier f., Magnoliophyta: Acanthaceae, tree,common, cultivated,
1860,Baccaurea parviflora, (Müll. Arg.) Müll. Arg., Magnoliophyta: Phyllanthaceae, tree,common, cultivated,
1861,Bhesa paniculata, Arn., Magnoliophyta: Celastraceae, tree,common, cultivated,
1862,Blechnum orientale, L., Filicinophyta: Blechnaceae, herb,common,,
1863,Blumea riparia, (Blume) DC., Magnoliophyta: Asteraceae, herb,common,,
1864,Breynia racemosa, (Blume) Mull. Arg., Magnoliophyta: Phyllanthaceae, climber,common,,
1865,Breynia vitis-idaea, (Burm. f.) C.E.C. Fisch., Magnoliophyta: Phyllanthaceae, shrub,common,,
1866,Bridelia tomentosa, Blume, Magnoliophyta: Phyllanthaceae, tree,common, cultivated,
1867,Bromheadia finlaysoniana, (Lindl.) Miq., Magnoliophyta: Orchidaceae, herb,common,,
1868,Bruguiera cylindrica, (L.) Blume, Magnoliophyta: Rhizophoraceae, tree,common, cultivated,
1869,Bruguiera gymnorhiza, (L.) Lamk., Magnoliophyta: Rhizophoraceae, tree,common, cultivated,
1870,Buchanania arborescens, (Blume) Blume, Magnoliophyta: Anacardiaceae, tree,common, cultivated,
1871,Bulbostylis barbata, (Rottb.) C. B. Clarke, Magnoliophyta: Cyperaceae, herb,common,,
1872,Bulbostylis puberula, (Poir.) C.B. Clarke, Magnoliophyta: Cyperaceae, herb,common, cultivated,
1873,Burmannia coelestis, D. Don, Magnoliophyta: Burmanniaceae, herb,common, cultivated,
1874,Calophyllum ferrugineum, Ridl., Magnoliophyta: Clusiaceae, tree,common,,
1875,Calophyllum pulcherrimum, Wall. ex Choisy, Magnoliophyta: Clusiaceae, tree,common, cultivated,
1876,Campnosperma auriculata, Hook. f., Magnoliophyta: Anacardiaceae, tree,common, cultivated,
1877,Campnosperma squamatum, Ridl., Magnoliophyta: Anacardiaceae, tree,common,,
1878,Campylospermum serratum, (Gaertn.) Bittrich & M.C.E. Amaral, Magnoliophyta: Ochnaceae, tree,common,,
1879,Canarium littorale, Blume, Magnoliophyta: Burseraceae, tree,common,,
1880,Canavalia cathartica, Thouars, Magnoliophyta: Fabaceae, climber,common,,
1881,Canavalia rosea, (Sw.) DC., Magnoliophyta: Fabaceae, climber,common,,
1882,Caryota mitis, Lour., Magnoliophyta: Arecaceae, tree,common, cultivated,
1883,Cassytha filiformis, L., Magnoliophyta: Lauraceae, climber,common, cultivated,
1884,Casuarina equisetifolia, L., Magnoliophyta: Casuarinaceae, tree,common, cultivated,
1885,Centella asiatica, (L.) Urb., Magnoliophyta: Apiaceae, herb,common, cultivated,
1886,Centotheca longilamina, Ohwi, Magnoliophyta: Poaceae, herb,common,,
1887,Champereia manillana, (Blume) Merr., Magnoliophyta: Opiliaceae, tree,common, cultivated,
1888,Christella arida, (Don) Holttum, Filicinophyta: Thelypteridaceae, herb,common,,
1889,Christella subpubescens, (Blume) Holttum, Filicinophyta: Thelypteridaceae, herb,common,,
1890,Chrysopogon aciculatus, (Retz.) Trin., Magnoliophyta: Poaceae, herb,common, cultivated,
1891,Cinnamomum iners, Reinw., Magnoliophyta: Lauraceae, tree,common, cultivated,
1892,Claoxylon indicum, (Reinw. ex Blume) Hassk., Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
1893,Clausena excavata, Burm. f., Magnoliophyta: Rutaceae, shrub,common,,
1894,Clerodendrum inerme, (L.) Gaertn., Magnoliophyta: Lamiaceae, climber,common, cultivated,
1895,Clerodendrum laevifolium, Blume, Magnoliophyta: Lamiaceae, tree,common, cultivated,
1896,Cnestis palala, (Lour.) Merr., Magnoliophyta: Connaraceae, climber,common,,
1897,Colubrina asiatica, (L.) Brongn., Magnoliophyta: Rhamnaceae, shrub,common, cultivated,
1898,Commersonia bartramia, (L.) Merr., Magnoliophyta: Malvaceae, tree,common,,
1899,Costus speciosus, (Koenig) Smith, Magnoliophyta: Costaceae, herb,common, cultivated,
1900,Cratoxylum glaucum, Korth, Magnoliophyta: Hypericaceae, tree,common,,
1901,Croton caudatus, Geiseler, Magnoliophyta: Euphorbiaceae, tree,common,,
1902,Cyathocalyx ramuliflorus, (Maingay ex Hook.f. & Thoms.) Scheff., Magnoliophyta: Annonaceae, tree,common,,
1903,Cyathula prostrata, (L.) Blume, Magnoliophyta: Amaranthaceae, shrub,common, cultivated,
1904,Cyclosorus interruptus, (Willd.) H. Ito, Filicinophyta: Thelypteridaceae, herb,common,,
1905,Cynodon dactylon, (L.) Pers., Magnoliophyta: Poaceae, herb,common, cultivated,
1906,Cyperus compactus, Retz., Magnoliophyta: Cyperaceae, herb,common,,
1907,Cyperus digitatus, Roxb., Magnoliophyta: Cyperaceae, herb,common,,
1908,Cyperus dubius, Rottb., Magnoliophyta: Cyperaceae, herb,common,,
1909,Cyperus javanicus, Houtt., Magnoliophyta: Cyperaceae, herb,common,,
1910,Cyperus laxus, Vahl, Magnoliophyta: Cyperaceae, herb,common,, =C. diffusus Vahl
1911,Cyperus malaccensis, Lam., Magnoliophyta: Cyperaceae, herb,common,,
1912,Cyperus procerus, Rottb., Magnoliophyta: Cyperaceae, herb,common,,
1913,Cyperus radians, Nees & Meyen, Magnoliophyta: Cyperaceae, herb,common,,
1914,Cyperus stoloniferus, Retz., Magnoliophyta: Cyperaceae, herb,common,,
1915,Cyperus tenuiculmis, Boeck., Magnoliophyta: Cyperaceae, herb,common,,
1916,Dactyloctenium aegyptium, (L.) Willd., Magnoliophyta: Poaceae, herb,common,,
1917,Dalbergia candenatensis, (Dennst.) Prain, Magnoliophyta: Fabaceae, climber,common,,
1918,Dalbergia rostrata, Hassk., Magnoliophyta: Fabaceae, climber,common, cultivated, =D. pseudosissoo Miq.
1919,Davallia denticulata, (Burm.) Mett., Filicinophyta: Davalliaceae, epiphyte,common, cultivated,
1920,Dendrobium crumenatum, Sw., Magnoliophyta: Orchidaceae, epiphyte,common, cultivated,
1921,Dendrolobium umbellatum, (L.) Benth., Magnoliophyta: Fabaceae, tree,common,,
1922,Dendrophthoe pentandra, (L.) Miq., Magnoliophyta: Loranthaceae, epiphyte,common,,
1923,Derris trifoliata, Lour., Magnoliophyta: Fabaceae, climber,common,,
1924,Dianella ensifolia, (L.) DC., Magnoliophyta: Hemerocallidaceae, herb,common, cultivated,
1925,Dicranopteris curranii, Copel., Filicinophyta: Gleicheniaceae, climber,common,,
1926,Dicranopteris linearis, (Burm. f.) Underw., Filicinophyta: Gleicheniaceae, climber,common, cultivated,
1927,Digitaria bicornis, (Lam.) Roem. & Schult., Magnoliophyta: Poaceae, herb,common,,
1928,Digitaria fuscescens, (J. Presl) Henrard, Magnoliophyta: Poaceae, herb,common,,
1929,Digitaria longiflora, (Retz.) Pers., Magnoliophyta: Poaceae, herb,common,,
1930,Digitaria mollicoma, (Kunth) Henr., Magnoliophyta: Poaceae, herb,common,,
1931,Dillenia suffruticosa, (Griff. ex Hook. f. & Thomson) Martelli, Magnoliophyta: Dilleniaceae, shrub,common, cultivated,
1932,Dimeria ornithopoda, Trin., Magnoliophyta: Poaceae, herb,common,,
1933,Dioscorea laurifolia, Wall. ex Hook. f., Magnoliophyta: Dioscoreaceae, climber,common,,
1934,Dioscorea pyrifolia, Kunth, Magnoliophyta: Dioscoreaceae, climber,common,,
1935,Diospyros lanceaefolia, Roxb., Magnoliophyta: Ebenaceae, tree,common,,
1936,Diplazium allantoideum, M.G. Price, Filicinophyta: Woodsiaceae, herb,common,,
1937,Dischidia major, (Vahl) Merr., Magnoliophyta: Apocynaceae, epiphyte,common,,
1938,Dischidia nummularia, R. Br., Magnoliophyta: Apocynaceae, epiphyte,common, cultivated,
1939,Dracaena porteri, Baker, Magnoliophyta: Ruscaceae, shrub,common,,
1940,Drynaria quercifolia, (L.) J. Sm., Filicinophyta: Polypodiaceae, epiphyte,common, cultivated,
1941,Drynaria sparsisora, (Desv.) T. Moore, Filicinophyta: Polypodiaceae, epiphyte,common,,
1942,Drypetes curtisii, (Hook. f.) Pax & K. Hoffm., Magnoliophyta: Putranjavaceae, tree,common,,
1943,Dyera costulata, (Miq.) Hook. f., Magnoliophyta: Apocynaceae, tree,common, cultivated,
1944,Elaeocarpus ferrugineus, (Jack) Steud., Magnoliophyta: Elaeocarpaceae, tree,common, cultivated,
1945,Elaeocarpus mastersii, King, Magnoliophyta: Elaeocarpaceae, tree,common, cultivated,
1946,Elaeocarpus pedunculatus, Wall. ex Mast., Magnoliophyta: Elaeocarpaceae, tree,common, cultivated,
1947,Elaeocarpus petiolatus, (Jack) Wall, Magnoliophyta: Elaeocarpaceae, tree,common, cultivated,
1948,Eleocharis dulcis, (Burm. f.) Trin. ex Hensch., Magnoliophyta: Cyperaceae, herb,common,,
1949,Eleocharis spiralis, (Rottb.) Roem. & Schult., Magnoliophyta: Cyperaceae, herb,common,,
1950,Embelia lampani, Scheff., Magnoliophyta: Myrsinaceae, climber,common,,
1951,Embelia ribes, Burm. f., Magnoliophyta: Myrsinaceae, climber,common,,
1952,Entada spiralis, Ridl., Magnoliophyta: Fabaceae, climber,common, cultivated,
1953,Epipremnum giganteum, (Roxb.) Schott, Magnoliophyta: Araceae, epiphyte,common,,
1954,Eragrostis atrovirens, (Desf.) Trin. ex Steud., Magnoliophyta: Poaceae, herb,common,,
1955,Eragrostis montana, Balansa, Magnoliophyta: Poaceae, herb,common,,
1956,Eragrostis unioloides, (Retz.) Nees ex Steud., Magnoliophyta: Poaceae, herb,common,,
1957,Erycibe tomentosa, Blume, Magnoliophyta: Convolvulaceae, climber,common,,
1958,Erythroxylum cuneatum, (Miq.) Kurz, Magnoliophyta: Erythroxylaceae, tree,common, cultivated,
1959,Eurya acuminata, DC., Magnoliophyta: Pentaphylacaceae, shrub,common,,
1960,Evolvulus alsinoides, (L.) L., Magnoliophyta: Convolvulaceae, herb,common,,
1961,Excoecaria agallocha, L., Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
1962,Fagraea fragrans, Roxb., Magnoliophyta: Gentianaceae, tree,common, cultivated,
1963,Fibraurea tinctoria, Lour., Magnoliophyta: Menispermaceae, climber,common, cultivated,
1964,Ficus aurantiaca, Griff. var. aurantiaca, Magnoliophyta: Moraceae, climber,common, cultivated,
1965,Ficus caulocarpa, (Miq.) Miq., Magnoliophyta: Moraceae, strangler,common, cultivated,
1966,Ficus fistulosa, Reinw. ex Blume, Magnoliophyta: Moraceae, tree,common, cultivated,
1967,Ficus grossularioides, Burm. f. var. grossularioides, Magnoliophyta: Moraceae, tree,common, cultivated,
1968,Ficus heteropleura, Blume, Magnoliophyta: Moraceae, climber,common,,
1969,Ficus microcarpa, L. f., Magnoliophyta: Moraceae, strangler,common, cultivated,
1970,Ficus variegata, Blume, Magnoliophyta: Moraceae, tree,common, cultivated,
1971,Fimbristylis complanata, (Retz.) Link, Magnoliophyta: Cyperaceae, herb,common,,
1972,Fimbristylis cymosa, R. Br. ssp. cymosa, Magnoliophyta: Cyperaceae, herb,common,, =Cyperus triceps (Rottb.) Endl.
1973,Fimbristylis ferruginea, (L.) Vahl, Magnoliophyta: Cyperaceae, herb,common,,
1974,Fimbristylis leptoclada, Benth., Magnoliophyta: Cyperaceae, herb,common,,
1975,Flagellaria indica, L., Magnoliophyta: Flagellariaceae, climber,common, cultivated,
1976,Floscopa scandens, Lour., Magnoliophyta: Commelinaceae, climber,common,,
1977,Freycinetia sumatrana, Hemsley var. sumatrana, Magnoliophyta: Pandanaceae, climber,common,,
1978,Friesodielsia latifolia, (Hook. f. & Thoms.) Steenis, Magnoliophyta: Annonaceae, climber,common,,
1979,Gahnia tristis, Nees, Magnoliophyta: Cyperaceae, herb,common,,
1980,Garcinia parvifolia, Miq., Magnoliophyta: Clusiaceae, tree,common, cultivated,
1981,Gironniera nervosa, Planch., Magnoliophyta: Cannabaceae, tree,common, cultivated,
1982,Glochidion superbum, Baill., Magnoliophyta: Phyllanthaceae, tree,common, cultivated,
1983,Gluta wallichii, (Hook. f.) Ding Hou, Magnoliophyta: Anacardiaceae, tree,common,,
1984,Gmelina asiatica, L., Magnoliophyta: Lamiaceae, shrub,common,,
1985,Goniothalamus tortilipetalus, M.R. Hend., Magnoliophyta: Annonaceae, tree,common,,
1986,Gymnanthera nitida, R. Br., Magnoliophyta: Apocynaceae, climber,common,,
1987,Gynochthodes sublanceolata, Miq., Magnoliophyta: Rubiaceae, climber,common,,
1988,Gynotroches axillaris, Blume, Magnoliophyta: Rhizophoraceae, tree,common, cultivated,
1989,Hedyotis auricularia, L., Magnoliophyta: Rubiaceae, herb,common,,
1990,Heteropogon contortus, (L.) P. Beauv. ex Roem. & Schult., Magnoliophyta: Poaceae, herb,common,,
1991,Hoya verticillata, (Vahl) G. Don var. verticillata, Magnoliophyta: Apocynaceae, epiphyte,common, cultivated,
1992,Hydrocotyle sibthorpioides, Lam., Magnoliophyta: Araliaceae, herb,common, cultivated,
1993,Hymenachne amplexicaulis, (Steud.) Gilliland, Magnoliophyta: Poaceae, herb,common,, =H.  acutigluma (Steud.) Gilliland
1994,Hypolytrum nemorum, (Vahl) Spreng., Magnoliophyta: Cyperaceae, herb,common,,
1995,Ilex cymosa, Blume, Magnoliophyta: Aquifoliaceae, tree,common, cultivated,
1996,Imperata conferta, (J.Presl) Ohwi, Magnoliophyta: Poaceae, herb,common,,
1997,Indorouchera griffithiana, (Planch.) Hallier f., Magnoliophyta: Linaceae, climber,common, cultivated,
1998,Iodes velutina, King, Magnoliophyta: Icacinaceae, climber,common,,
1999,Ipomoea littoralis, (L.) Blume, Magnoliophyta: Convolvulaceae, climber,common,,
2000,Ipomoea marginata, (Desr.) Verdc., Magnoliophyta: Convolvulaceae, climber,common,,
2001,Ipomoea mauritiana, Jacq., Magnoliophyta: Convolvulaceae, climber,common, cultivated,
2002,Ipomoea obscura, (L.) Ker Gawl., Magnoliophyta: Convolvulaceae, climber,common,,
2003,Ipomoea pes-caprae, (L.) R. Br., Magnoliophyta: Convolvulaceae, climber,common, cultivated,
2004,Ipomoea pes-tigridis, L., Magnoliophyta: Convolvulaceae, climber,common,,
2005,Ipomoea violacea, L., Magnoliophyta: Convolvulaceae, climber,common,, =I. tuba (Schltdl.) G.Don
2006,Isachne kunthiana, (Wight & Arn.) Miq., Magnoliophyta: Poaceae, herb,common,,
2007,Isachne minutula, (Gaudich.) Kunstl., Magnoliophyta: Poaceae, herb,common,,
2008,Ischaemum magnum, Rendle, Magnoliophyta: Poaceae, herb,common,,
2009,Ischaemum muticum, L., Magnoliophyta: Poaceae, herb,common, cultivated,
2010,Ixonanthes reticulata, Jack, Magnoliophyta: Ixonanthaceae, tree,common, cultivated,
2011,Ixora congesta, Roxb., Magnoliophyta: Rubiaceae, shrub,common, cultivated,
2012,Lecanopteris sinuosa, (Wall. ex Hook.) Copel., Filicinophyta: Polypodiaceae, epiphyte,common,,
2013,Leea indica, (Burm. f.) Merr., Magnoliophyta: Vitaceae, tree,common, cultivated,
2014,Lemna tenera, Kerz, Magnoliophyta: Araceae, herb,common,,
2015,Lepisanthes rubiginosa, (Roxb.) Leenh., Magnoliophyta: Sapindaceae, tree,common, cultivated,
2016,Lepturus repens, R. Br., Magnoliophyta: Poaceae, herb,common,,
2017,Licania splendens, (Korth.) Prance, Magnoliophyta: Chrysobalanaceae, tree,common, cultivated,
2018,Lindernia anagallis, (Burm. f.) Pennell, Magnoliophyta: Linderniaceae, herb,common,,
2019,Lindsaea ensifolia, Sw., Filicinophyta: Dennstaedtiaceae, herb,common,,
2020,Lipocarpha chinensis, (Osbeck) J. Kern, Magnoliophyta: Cyperaceae, herb,common,,
2021,Lipocarpha squarrosa, (L.) Goetghebeur, Magnoliophyta: Cyperaceae, herb,common,,
2022,Litsea elliptica, Blume, Magnoliophyta: Lauraceae, tree,common, cultivated,
2023,Lobelia zeylanica, L., Magnoliophyta: Campanulaceae, herb,common,,
2024,Lophatherum gracile, Brongn., Magnoliophyta: Poaceae, herb,common,,
2025,Lycopodiella cernua, (L.) Pic.-Serm., Lycophyta: Lycopodiaceae, herb,common,,
2026,Lygodium flexuosum, (L.) Sw., Filicinophyta: Schizaeaceae, climber,common,,
2027,Lygodium microphyllum, (Cav.) R. Br., Filicinophyta: Schizaeaceae, climber,common,,
2028,Lygodium salicifolium, C. Presl, Filicinophyta: Schizaeaceae, climber,common,,
2029,Macaranga bancana, (Miq.) Mull. Arg., Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
2030,Macaranga conifera, (Zoll.) Mull. Arg, Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
2031,Macaranga gigantea, (Rchb. f. & Zoll.) Mull. Arg., Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
2032,Macaranga heynei, I.M. Johnst., Magnoliophyta: Euphorbiaceae, tree,common,,
2033,Macaranga hypoleuca, (Rchb. f. & Zoll.) Mull. Arg., Magnoliophyta: Euphorbiaceae, tree,common,,
2034,Macaranga triloba, (Thunb.) Müll. Arg., Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
2035,Macrosolen cochinchinensis, (Lour.) Tiegh., Magnoliophyta: Loranthaceae, epiphyte,common,,
2036,Macrosolen retusus, (Jack) Miq., Magnoliophyta: Loranthaceae, epiphyte,common,,
2037,Maesa ramentacea, Wall. ex Roxb., Magnoliophyta: Maesaceae, shrub,common,,
2038,Mallotus paniculatus, (Lam.) Mull. Arg., Magnoliophyta: Euphorbiaceae, tree,common, cultivated,
2039,Meiogyne monosperma, (Hook.f. & Thomson) Heusden, Magnoliophyta: Annonaceae, tree,common,,
2040,Melanthera biflora, (L.) Wild, Magnoliophyta: Asteraceae, shrub,common, cultivated, =Wollastonia biflora (L.) DC.;  Wedelia biflora (L.) DC.
2041,Melastoma malabathricum, L., Magnoliophyta: Melastomataceae, shrub,common, cultivated,
2042,Merremia hederacea, (Burm. f.) Hallier f., Magnoliophyta: Convolvulaceae, climber,common,,
2043,Micrococca mercurialis, (L.) Benth., Magnoliophyta: Euphorbiaceae, herb,common,,
2044,Microdesmis caseariifolia, Planch. ex Hook, Magnoliophyta: Pandaceae, shrub,common, cultivated,
